1221	esposas tuvo enrique viii inglaterra	Historia y cultura	7
1222	presidentes tuvo república argentina 15 diciembre 2001 15 enero 2002	Historia y cultura	7
1223	finales campeonato mundial selecciones perdió brasil año 2010	Deportes	1
1224	años duró guerra 100 años	Historia y cultura	7
1225	diosa transformaba diosa guerrera sekhmet apacible	Historia y cultura	7
1226	ushebtis	Historia y cultura	7
1227	patas insecto	Biología	18
1228	llama actriz protagonista saga resident evil	Cine	3
1229	llamaban pequeños trabajadores cuevas fraggle	Series y televisión	20
1230	atletismo longitud prueba marathon	Deportes	1
1231	webs puedes alquilar cosas tienes casa	Internet	11
1232	serie aparecia poti poti (un monstruo verde personajes podía convertir malos frutas	Infantil	19
1233	mítico creador original monkey island	Videojuegos	16
1234	responde nombre ponup	Tecnología	10
1235	rey galicia convirtió emperador 1109	Historia y cultura	7
1236	enfrentas final juego shin megami tesei: persona 2	Videojuegos	16
1237	llamó principio fontanero mario	Videojuegos	16
1238	mayor nivel alcanzar juego disgaea 3: absence of justice	Videojuegos	16
1239	raza saga disgaea coletilla palabra dood	Videojuegos	16
1240	serie shin chan japón emite horario infantil después serie	Series y televisión	20
1241	fué causa muerte e kricevskoi padre laharl serie disgaea	Videojuegos	16
1242	ordenó reconstrucción pantheon romano	Arte	8
1243	tipo construcción coliseo	Arte	8
1244	dedos simpsons mano	Series y televisión	20
1245	descubrimiento arqueológico finales siglo xviii permitió jean françois champollion descifrar escritura geroglífica	Arte	8
1246	realizó tumba papa julio ii encuentra escultura conocida moisés	Arte	8
1247	película dirigió jack nicholson interpretando detective privado	Cine	3
1248	películas actuado carmelo gómez emma suarez (incluye cortometrajes tv movies incluye documentales)	Cine	3
1249	concepto matemático suma infinitos sumandos infinitamente pequeños	Ciencias	9
1250	nombre narrador serie how i met your mother (cómo conocí madre)	Series y televisión	20
1251	actor interpretó primer james bond 1962	Cine	3
1252	siguientes pecados pecado capital	Religión	15
1253	nacionalidad luchador vega street fighter	Videojuegos	16
1254	había doctorado ross protagonistas serie friends	Series y televisión	20
1255	dónde fabrica jamón famoso mundo	Miscelánia	14
1256	juego sonic aparecía primera vez knuckles	Videojuegos	16
1257	cuesta entrenar zángano zerg starcraft 2	Videojuegos	16
1258	dios hijo protagonista saga baldur 's gate	Videojuegos	16
1259	película deportista interpretado cuba gooding jr gritaba agente tom cruise teléfono ¡enséñame pasta!	Cine	3
1260	personaje super street fighter ii combatía brazil	Videojuegos	16
1261	llamaba plátano serie fruitis	Series y televisión	20
1262	entrega star wars escuchó: padre	Cine	3
1263	llamaba hechicero gran visir sultán película disney aladdin	Cine	3
1264	color son botones mono mario	Videojuegos	16
1265	islas conforman archipiélago canario	Geografía	13
1266	actores forma parte ocean 's eleven	Cine	3
1267	rio islas canarias	Geografía	13
1268	color 2º google	Internet	11
1269	razas participa guerra starcraft	Videojuegos	16
1270	grandes premios compone mundial formula 1 2010	Deportes	1
1271	llama protagonista pelo naranja seria manga bleach	Series y televisión	20
1272	islas mayor longitid costas	Geografía	13
1273	gentilicio habitantes isla fuerteventura	Geografía	13
1274	100 pajaros arbol disparamos espopeta perdigones matamos pajaros quedan arbol	Lógica e ingenio	6
1275	gentilicio habitantes isla lanzarote	Geografía	13
1276	juego regalaban comprar master system ii	Videojuegos	16
1277	gentilicio habitantes isla tenerife	Geografía	13
1278	gentilicio habitantes gran canaria	Geografía	13
1279	infancia superheroe basa serie smallville	Series y televisión	20
1280	llama personaje malvado aparece serie pitufos	Infantil	19
1281	especies pertenece clase arácnidos	Biología	18
1282	capital nueva zelanda	Geografía	13
1283	pelos filemón compañero mortadelo cabeza	Infantil	19
1284	apellido filemón jefe mortadelo	Infantil	19
1285	fundador facebook	Internet	11
1286	trata novela multimillonarios accidente escrita ben mezrich	Lengua y literatura	17
1287	miras reloj agujas marca 3:15 angulo agujas (la respuesta 0)	Lógica e ingenio	6
1288	primer borbón reinar españa	Historia y cultura	7
1289	sería nombre real principe felipe caso nombrado rey españa	Historia y cultura	7
1290	director primer largometraje natalie portman	Cine	3
1291	llama protagonista silencioso saga half life	Videojuegos	16
1292	acontecieron sucesos noche cristales rotos	Historia y cultura	7
1294	famosa canción oasis forma parte banda sonora película efecto mariposa	Música	2
1295	personajes aparece juego final fantasy vi	Videojuegos	16
1296	nombres designa número irracional 2 718281828	Ciencias	9
1297	nombres designa número irracional 2 718281828	Ciencias	9
1298	saga videojuegos aparece grupo formado marcus dom cole baird	Videojuegos	16
1299	prenda ropa favorita barney stinson personaje serie how i met your mother	Series y televisión	20
1300	canciones cantaba louis amstrong	Música	2
1301	unidades juego starcraft ii pertenece raza protos	Videojuegos	16
1302	personajes antagonista ningún videojuego final fantasy	Videojuegos	16
1303	compuso banda sonora juego lost odyssey	Videojuegos	16
1304	nombre protagonista campaña juego starcraft ii: wings of liberty	Videojuegos	16
1305	dirigió película memento	Cine	3
1306	nombre real l personaje anime death note	Series y televisión	20
1307	año estrenó película primer	Cine	3
1308	unidades almacenamiento información grande	Tecnología	10
1309	dónde nació salvador dalí i domènech	Arte	8
1310	cidad murió pintor joan miró	Arte	8
1311	wassilly kandisnsky sufria enfermedad marcó completo creaciones artísticas	Arte	8
1312	figuras musicales durada menor (para tempo)	Música	2
1313	teclas suelen pianos modernos	Música	2
1315	tipo instrumentos fabricaba antonio stradivari	Música	2
1316	equipos jugó luigi bertolini	Deportes	1
1320	llama actor serie 24	Series y televisión	20
1322	personajes hay famoso videojuego español comandos 1	Videojuegos	16
1323	magia negra poderosa final fantasy iv	Videojuegos	16
1324	síndrome caracteriza acumulación grandes cantidades dinero desperdicios domésticos	Ciencias	9
1325	capital alaska	Geografía	13
1326	banda ganó segunda edición abdc (america 's best dance crew)	Series y televisión	20
1327	plectroglyphidodon dickii	Biología	18
1328	cantante pertenece álbum nombre back to basics	Música	2
1329	válvulas electrónicas tubos vacío tenía eniac (electronic numerical integrator and computer)	Historia y cultura	7
1330	siguientes consultas sql correcta	Tecnología	10
1331	significan siglas ceo inglés	Miscelánia	14
1332	dónde proviene nombre final fantasy	Videojuegos	16
1333	llama perro heidi	Series y televisión	20
1334	distancia está tierra luna	Ciencias	9
1335	color son zapatillas sonic	Videojuegos	16
1336	llamaba gruñón simpático cascarrabias protagonista película pixar up levanta casa suelo miles globos	Cine	3
1337	llama niño explorador parlanchín película pizar up	Cine	3
1338	autor album hooked on feeling	Música	2
1339	año publicó primera entrega saga fifa	Videojuegos	16
1340	acorde componen notas re fa sostenido do	Música	2
1341	acordes pertenece escala diatónica do mayor	Música	2
1342	vocalista grupo the killers	Música	2
1343	película stanley kubrick director utilizó cámara lentes originalmente fabricadas nasa	Cine	3
1344	películas ciencia ficción está inspirada obra escritor norteamericano philip k dick	Cine	3
1345	años tenía actor michael j fox estrenó película regreso futuro (back to the future) interpreta adolescente	Cine	3
1346	película ganó primer oscar mejor director cineasta martin scorsese	Cine	3
1347	cineasta está considerado grandes historia cine español habiendo estrenado largometrajes espíritu colmena (1973)	Cine	3
1348	película ciencia ficción encontramos elipsis decenas miles años pasar imagen hueso nave espacial	Cine	3
1349	teniendo cuenta inflación probablemente película recaudado dinero historia cine	Cine	3
1350	película militar interpretado robert duvall habla olor napalm mañanas	Cine	3
1351	película 1980 supuso fracaso económico proporciones contribuyó poner estudios united artists libertad creativa raras veces vista hollywood	Cine	3
1352	primera película sonora (con diálogos sincronizados imágenes) historia cine	Cine	3
1353	película alfred hitchcock popular aparte enorme éxito comercial escena estrella reparto asesinada media hora metraje	Cine	3
1354	países forma gobierno monarquía	Historia y cultura	7
1355	película japonesa contribuyó decisivamente popularizar cinematografía país ganar león oro festival venecia 1951	Cine	3
1356	actores encontrarías reparto película acción 80	Cine	3
1358	siguientes películas hay superhéroes	Cine	3
1359	quiénes son néstor almendros gil parrondo	Cine	3
1360	rosebud película ciudadano kane (citizen kane)	Cine	3
1361	siguientes personas caracteriza haber dirigido populares películas acción años 80	Cine	3
1362	siguientes películas célebre western	Cine	3
1363	películas sido producida pixar	Cine	3
1364	continente originaria patata	Historia y cultura	7
1365	nombre alan smithee responde a:	Cine	3
1366	siguientes fué cineasta importante durante nouvelle vague	Cine	3
1367	pitufos	Infantil	19
1368	siete enanitos blancanieves	Infantil	19
1369	película pixar muda (en sentido hay diálogos) durante aproximadamente mitad metraje	Cine	3
1370	diseñó cúpula catedral santa maría di fiore	Arte	8
1371	nombre edificio recluta infanteria mmog travian	Videojuegos	16
1372	año lanzamiento popular red social facebook	Internet	11
1373	capacidad blu ray disc	Tecnología	10
1374	capital rusa durante revolución 1917	Historia y cultura	7
1375	año murió cervantes	Lengua y literatura	17
1376	compañia trabajaba protagonista pelicula tres billy wilder	Cine	3
1377	persona nació 23:59 horas 20 abril 1984 años solares completos habría vivido momento reloj marque 00:01 21 abril 1985	Lógica e ingenio	6
1379	ciudad encuentra sede gobierno países bajos	Geografía	13
1380	siguientes países figuraba fecha 2010 acuerdo schengen cuya finalidad eliminar controles fronterizos estados europeos	Historia y cultura	7
1381	películas participó actor arnold schwarzenegger	Cine	3
1382	película ningún juego asociado	Videojuegos	16
1383	país transcurre trama resident evil 4	Videojuegos	16
1384	juego jugando personajes encuentran gold saucer	Videojuegos	16
1385	g f aparece final fantasy viii	Videojuegos	16
1386	mítico enemigo saga final fantasy capaz producir estados alterados protagonistas ataque aliento fétido	Videojuegos	16
1387	personajes rey lost odyssey	Videojuegos	16
1388	nombre protagonista antagonista juego blue dragon	Videojuegos	16
1389	grupo catalán interpreta cancion 20 minuts d 'espera	Música	2
1390	canciones interpreta mike oldfield	Música	2
1391	llama hermana lightning final fantasy xiii	Videojuegos	16
1392	nombre protagonista saga runaway	Videojuegos	16
1393	artistas versionado famosa canción joan manuel serrat mediterraneo	Música	2
1394	segundo apellido andrés iniesta	Deportes	1
1395	nombre original serie anime chicho terremoto	Infantil	19
1396	complemento agente está formado sintagma tipo	Lengua y literatura	17
1397	significado emoticono d[ _ ]b	Internet	11
1398	son creadores google	Internet	11
1399	artistas banda rock son conocidos “the toxic twins”	Música	2
1400	equipo robinho salir real madrid	Deportes	1
1402	genomas hay mayoría células eucariotas	Biología	18
1404	milímetros mayoría fotogramas películas cine	Cine	3
1405	ciudad está sede gobierno países bajos	Geografía	13
1406	nombre usado definir grano maíz tostado reventado vende salas cine	Miscelánia	14
1407	colores forma parte tres primarios	Arte	8
1408	dónde está archipiélago svalbard	Geografía	13
1409	dónde está situado santuario fátima importantes mundo cristiano	Geografía	13
1410	superhéroes forma parte universo x men	Miscelánia	14
1411	pesan aire libre dinamometro masa hierro madera plomo casos instrumento marca exactamente 1 kg masas mayor peso real	Ciencias	9
1412	primera compañera mónica serie friends	Series y televisión	20
1419	reúnen chicos friends	Series y televisión	20
1420	janice serie friends	Series y televisión	20
1427	serie friends casa mónica	Series y televisión	20
1428	temporadas total serie televisió friends	Series y televisión	20
1429	personaje bíblico recibió 10 mandamientos enviados dios	Religión	15
1430	famílias aves pertenece familia aves rapaces	Biología	18
1431	representan teclas negras piano	Música	2
1432	llama nave serie firefly	Series y televisión	20
1436	cadena television norteamericana acabó prematuramente serie firefly	Series y televisión	20
1437	idiomas hablan mayormente universo firefly	Series y televisión	20
1439	capital uruguay	Geografía	13
1440	capital portugal	Geografía	13
1441	capital irlanda	Geografía	13
1442	nombre amigo indio sheldon leonard serie the big bang theory	Series y televisión	20
1443	famoso juego juegan noche semana chichos the big bang theory	Series y televisión	20
1444	militar siguientes alto	Historia y cultura	7
1445	personajes hay primer juego comandos	Videojuegos	16
1447	famoso personaje doraemon	Infantil	19
1448	dura temporada 24	Series y televisión	20
1449	animales metio moises arca	Religión	15
1451	compañía juego max payne	Videojuegos	16
1452	nombre actriz protagonista película ganadora 4 oscars million dollar baby	Cine	3
1456	autora benquerida catástrofe	Lengua y literatura	17
1457	libro sagrado islam	Religión	15
1458	palabra reservada lenguaje programación java importar clases paquete	Tecnología	10
1459	llama conejo blanco aparece vez show craig ferguson	Series y televisión	20
1460	fundador líder partido falange española	Historia y cultura	7
1461	autor siguiente poema   mirada mundo; sonrisa cielo; beso ¡yo sé diera beso!	Lengua y literatura	17
1462	llama serie taylor coeficiente igual zero	Ciencias	9
1463	tipo obra catedral bazar	Lengua y literatura	17
1464	javier elorrieta pérez diego	Historia y cultura	7
1465	días tubo año 1924	Miscelánia	14
1466	animal vertebrado pelo glándulas mamarias pequeño mundo	Biología	18
1467	llama autor cryptonomicón	Lengua y literatura	17
1468	llama autor juego ender	Lengua y literatura	17
1469	llama autor dune	Lengua y literatura	17
1470	llama autor neuromante	Lengua y literatura	17
1471	termintator 2: día juicio final dia skynet bombardearía planeta	Cine	3
1476	significan siglas stars resident evil	Videojuegos	16
1477	necesitas cruzar atlántico	Lógica e ingenio	6
1478	animal nemo protagonistas película pixar 2003	Cine	3
1479	películas transcurre mayoría nave espacial	Cine	3
1480	héroes superpoderes	Miscelánia	14
1481	llaman hijos ned flanders vecino familia simpsons	Series y televisión	20
1482	cuáles son siete primeras letras teclado ordenador español	Miscelánia	14
1483	personajes películas disney animal	Cine	3
1484	animales son perdita pongo protagonisats película disney	Cine	3
1485	personajes cómics creado francisco ibáñez	Infantil	19
1486	canciones forma parte repertorio grupo mexicano mana	Música	2
1487	serie perdidos personaje profesión cirujano	Series y televisión	20
1488	cúal tecnologías corresponde tipo televisor/monitor	Tecnología	10
1489	localidad española dice tacita plata	Geografía	13
1490	autor cuadro grito	Arte	8
1491	pajaro pequeño mundo	Biología	18
1493	verdadero nombre darth vader	Cine	3
1494	hijos/as julio iglesias	Corazón y famosos	12
1496	provincias españa	Geografía	13
1497	lanzadas bombas hiroshima nagasaki	Historia y cultura	7
1498	escala musica después sol	Música	2
1499	nombres corresponde ciudad turquía	Geografía	13
1500	películas salen zombies	Cine	3
1501	llamaba amigo conejo bambi	Cine	3
1502	serie americana anatomia grey emitida cuatro actor patrick dempsey es:	Series y televisión	20
1503	país actual formaron parte pakistán bangladesh	Geografía	13
1504	aves probable encontrar paisaje delta	Biología	18
1505	aves és azul	Biología	18
1506	aves actividad preferentemente nocturna	Biología	18
1509	caso cheadler	Series y televisión	20
1510	llama hija belén esteban	Corazón y famosos	12
1511	función básica seres vivos	Biología	18
1513	ciudad desarrolla dead rising 2	Videojuegos	16
1514	nombre clave personaje eliza dushku dollhouse	Series y televisión	20
1515	representacion binario número 42	Tecnología	10
1516	legend of zelda parte triforce link portador	Videojuegos	16
1518	legend of zelda parte triforce zelda portadora	Videojuegos	16
1519	the legend of zelda: twilight princess​ llama princesa ocaso	Videojuegos	16
1520	llama personaje zooey deschanel película (500) días	Cine	3
1521	llama primer disco paramore	Música	2
1522	siguientes jugadores ganado anillo nba	Deportes	1
1523	cúal siguientes ríos afluente ebro	Geografía	13
1526	participantes hay carrera igpx	Series y televisión	20
1527	especie animal obtiene epibatidina	Biología	18
1528	fecha realizó primera patente bolígrafo	Historia y cultura	7
1529	límite superior nivel vuelo tenía concorde	Tecnología	10
1530	tecnología tranmisión datos	Tecnología	10
1531	creador saga touhou	Videojuegos	16
1532	vida caja bombones personaje ficción dijo	Cine	3
1533	última vez estuve mujer visité estatua libertad actor dijo frase película	Cine	3
1534	cds permiten grabar 72 minutos música duración obra musical	Música	2
1535	llamaba máquina cifrado ejército aleman durante segunda guerra mundial	Historia y cultura	7
1536	general alemán encargado defensa francia momentos previos invasión aliada 1944	Historia y cultura	7
1537	cúal cima alta cataluña	Geografía	13
1538	animal considerar manera inmortal	Biología	18
1539	creador linux	Tecnología	10
1540	fecha febrero 2011 página web vista mundo	Internet	11
1541	general reformó ejército romano	Historia y cultura	7
1542	pisó luna primera vez	Historia y cultura	7
1543	años tenía pelé debutó seleción brasileña	Deportes	1
1544	fecha dejo gmail aplicación fase beta	Internet	11
1545	pintó fragua vulcano	Arte	8
1546	cúanto duró pontificado papa juan pablo i	Historia y cultura	7
1547	cortó nudo gordiano	Historia y cultura	7
1549	cúal animales encuentra island galápagos (ecuador)	Biología	18
1550	escribió cuentos alhambra	Lengua y literatura	17
1551	pontífice recuerda pseudónimo papa bueno	Religión	15
1552	obra pedestal estatuas	Lengua y literatura	17
1553	pinacoteca europea encuentra obra paraguas pierre auguste renoir	Arte	8
1554	escribió hojas hierba	Lengua y literatura	17
1555	fué autor famosa columnata vaticano	Arte	8
1556	premio nobel literatura escribió esperando bárbaros	Lengua y literatura	17
1557	escribió obra surrealista historias cronopios famas	Lengua y literatura	17
1558	comienzos simpson nombre podían leer iniciales cabeza homer	Series y televisión	20
1559	trabajaba michael k personaje creado coetzee	Lengua y literatura	17
1560	turbación ánimo suele encender color rostro ocasionada falta cometida ejemplo: escribir vergüenza diéresis	Lengua y literatura	17
1562	autor celestina	Lengua y literatura	17
1563	país europa encuentra washinton	Geografía	13
1564	autor tragedia medea	Lengua y literatura	17
1565	generación literaria perteneció antonio machado	Lengua y literatura	17
1566	segundo lp grupo pamplonica barricada	Música	2
1567	lps publicaron sangre azul separarse	Música	2
1569	cantante ac/dc disco highway to hell	Música	2
1570	fué creador free jazz	Música	2
1571	veces llama puerta sheldon cooper protagonista the big bang theory	Series y televisión	20
1572	profesión sheldon cooper serie big bang theory	Series y televisión	20
1573	mayoría neveras son blancas beben vacas	Lógica e ingenio	6
1574	hijo padre hermano	Lógica e ingenio	6
1575	trenes recorren 100 kilómetros velocidad tarda 1 hora media 90 minutos posible	Lógica e ingenio	6
1576	año acabarán direcciones ipv4	Internet	11
1577	hombre pasar 3 sandias viaje lado puente puente soporta peso 1 persona 2 sandias teniendo cuenta personaje supera reto profesión	Lógica e ingenio	6
1578	completa secuencia: 2 1 4 4 8 7 16 10	Lógica e ingenio	6
1579	músico compositor falleció 8 diciembre 1980 nueva york	Música	2
1580	año salió venta disco ¡corre corre! leño	Música	2
1581	nombre dueño bar diario homer simpson	Series y televisión	20
1582	general napoleon fundó casa real hoy dia mantiene trono	Historia y cultura	7
1583	afinación estándar eléctrico 4 cuerdas comenzando cuerda grave	Música	2
1584	representa símbolo # música	Música	2
1585	corriente artística enmarca cuadro ofelia sir john everett millais	Arte	8
1586	productor rapero estadounidense considerado padrino eminem	Música	2
1587	llama juego billar practica 15 bolas rojas 6 colores	Deportes	1
1588	guionsita comic está basada v vendetta	Cine	3
1589	llama fotografías humorísticas gatos habitualmente acompañadas textos sobreimpresos	Internet	11
1590	cúal lugar nacimiento expresidente j maría aznar	Historia y cultura	7
1591	cúal lugar nacimiento j luis rodriguez zapatero	Historia y cultura	7
1593	durante gobierno dictador francisco franco cúal mayoría edad	Historia y cultura	7
1594	obra literatura griega aparece polifemo	Lengua y literatura	17
1595	habla cebuano	Lengua y literatura	17
1596	primer presidente historia f c barcelona	Deportes	1
1597	león garra  pato pata	Lógica e ingenio	6
1598	alto pino  pesa comino	Lógica e ingenio	6
1599	escribió cien años soledad	Lengua y literatura	17
1600	vida contaron monty phyton	Cine	3
1601	actor encarna presidente the west wing	Series y televisión	20
1602	llama supervisor turno día csi nueva york	Series y televisión	20
1603	llama empresa propietaria serie dibujos infantiles pocoyó	Infantil	19
1604	ciudad elfos noche world of warcraft	Videojuegos	16
1605	animal domestico comida favorita alf	Series y televisión	20
1606	planeta alf	Series y televisión	20
1607	colores logo pepsi	Miscelánia	14
1609	ciclista ganar cinco tours	Deportes	1
1610	año 2011 sido última película ganado 5 grandes oscars (película dirección actor actriz guión)	Cine	3
1613	nombre compuesto químico sal común	Ciencias	9
1614	nombre autor saga libros canción hielo fuego	Lengua y literatura	17
1615	estadio heyssel brusselas fué clausurado después batalla campal hubo muertos actualidad nombre reabierto puertas	Deportes	1
1616	extremidades carece venus milo	Arte	8
1617	acción realiza comando vim :wq	Tecnología	10
1618	siguientes conceptos ver metodologías ágiles	Tecnología	10
1619	completa frase serie héroes: salva _____ salva mundo	Series y televisión	20
1620	condimento ponen patatas fritas europa resulta chocante personajes pulp fiction	Cine	3
1621	barcelona	Geografía	13
1622	honor jugador retiró número 32 Ángeles lakers	Deportes	1
1623	literato dedicó quevedo famoso soneto comienza Érase hombre nariz pegado	Lengua y literatura	17
1624	significa alhambra	Arte	8
1625	jugador basket asocia mote dr j	Deportes	1
1626	llama zorro compañero sonic	Videojuegos	16
1627	ciudad encuentra bosnia herzegovina	Geografía	13
1628	gentilicio huelva	Lengua y literatura	17
1629	palabras palíndromo	Lengua y literatura	17
1630	representa símbolo lleva frente dr manhattan	Cine	3
1631	idioma ficticio hablado mundo	Miscelánia	14
1632	nombre tenía twitter llamarse así	Internet	11
1633	año fabricó mítico seat 600	Historia y cultura	7
1634	año comenzó revolución francesa	Historia y cultura	7
1635	río península ibérica	Geografía	13
1636	río caudaloso españa	Geografía	13
1637	pico alto españa	Geografía	13
1638	pico alto península ibérica	Geografía	13
1639	capital dinamarca	Geografía	13
1640	capital islandia	Geografía	13
1641	asociarias nombre ajax	Miscelánia	14
1642	título cuadro velazquez conocido lanzas	Arte	8
1643	animal aparece páginas error twitter	Internet	11
1644	unidades mide velocidad sitema internacional	Ciencias	9
1645	llama guitarrista banda buenafuente interviene ocasionalmente programa	Series y televisión	20
1646	tenista apuñalada durante partido especatdor	Deportes	1
1647	país natural mítico guitarrista carlos santana	Corazón y famosos	12
1648	año nació carlos santana	Corazón y famosos	12
1649	hablando poesia redondilla	Lengua y literatura	17
1650	autor obra fiesta chivo	Lengua y literatura	17
1651	dirigió película mejor imposible interpretada jack nicholson helen hunt	Cine	3
1652	dedicaba protagonista película coen: hombre estuvo	Cine	3
1653	dirigió 1994 clerks	Cine	3
1654	deporte favorito nota obra coen: gran lebowski	Cine	3
1655	cuándo desarrolló segunda guerra mundial	Historia y cultura	7
1656	siguientes servicios propiedad google	Internet	11
1657	nombre hermano mayor sherlock holmes	Lengua y literatura	17
1658	creador famosa saga sims	Videojuegos	16
1659	río mundo	Geografía	13
1662	denomina cáncer colorectal polipósipo	Biología	18
1663	año comenzó presidencia gobierno provisional república española manuel azaña	Historia y cultura	7
1664	escribió destrucción amor 1935	Lengua y literatura	17
1665	temporada ganó título acb club basket manresa	Deportes	1
1666	grupo español disco larga vida rock and roll	Música	2
1667	dónde nació azorín	Lengua y literatura	17
1668	pintor conoce españoleto	Arte	8
1669	vestuario fc barcelona referimos hablamos farándula	Deportes	1
1671	mayor organización juvenil mundo (aquella mayor número voluntarios activo)	Historia y cultura	7
1672	llama fundador movimiento scout	Historia y cultura	7
1673	vivienda humana entran moscas	Historia y cultura	7
1674	sinónimo reaccionario	Lengua y literatura	17
1675	islas está mar egeo	Geografía	13
1676	rango representable entero signo arquitectura 64 bits	Tecnología	10
1677	grupo británico canción sultans of swing	Música	2
1678	isla grande mundo	Geografía	13
1679	dónde encuentra transilvania	Geografía	13
1680	capital china	Geografía	13
1681	acertijo: día semana	Lógica e ingenio	6
1682	acertijo: número pones revés vale	Lógica e ingenio	6
1683	religiones monoteista	Religión	15
1684	ciencia ocupa estudio insectos	Ciencias	9
1685	autor obra literaria comienza lugar mancha	Lengua y literatura	17
1686	árbitros hay partido baloncesto	Deportes	1
1687	son padres zeus mitología griega	Historia y cultura	7
1688	convierte europa zeus raptarla	Historia y cultura	7
1689	mitologia: murio narciso	Historia y cultura	7
1690	jugó españa final copa mundo 2010	Deportes	1
1691	qudó caja abrirla pandora	Historia y cultura	7
1692	equipo coronó campeón copa intercontinental año 2000	Deportes	1
1693	llama supervivientes guerra troya posterior fundador futura roma	Historia y cultura	7
1694	animal tenía casa ross mascota	Series y televisión	20
1695	serie firends actriz protagonizó episodios haciendo acosadora joey	Series y televisión	20
1696	serie sexo nueva york marca son zapatos preferidos carrie	Series y televisión	20
1697	sexo nueva york casa charlotte	Series y televisión	20
1698	famosa serie protagonista actriz sarah jessica parker	Música	2
1699	color rango cinturones referimos karateka ostenta 5º kyu	Deportes	1
1700	siguientes prácticas marciales utiliza arma	Deportes	1
1701	nombres personajes lost basan famosos	Series y televisión	20
1702	películas dirigió steven spielberg	Cine	3
1703	ong participaba henry dunant creo cruz roja	Historia y cultura	7
1704	éstos militar mayor graduación	Miscelánia	14
1705	árboles hojas aciculares	Ciencias	9
1706	deportes olímpico	Deportes	1
1707	antónimo maligno	Lengua y literatura	17
1708	jorobas camello	Ciencias	9
1710	familias enlazan tramas criptonomicón ciclo barroco neal stephenson	Lengua y literatura	17
1711	estadio kubala sufrió sendas derrotas mayores finales disputó	Deportes	1
1712	significa título genghis khan famoso emperador mongol	Historia y cultura	7
1713	jugador formaba parte 11 inicial barcelona final copa europa 1992 wembley	Deportes	1
1714	jugador fútbol dice serrat hay	Deportes	1
1715	grupo disco suerte acompañe 2003	Música	2
1716	comió abuela caperucita	Infantil	19
1717	escribió patito feo soldadito plomo sirenita princesa guisante cuentos infantiles	Lengua y literatura	17
1718	formar fito & fitipaldis grupo rock estuvo fito	Música	2
1719	anillos ganó michael jordan nba	Deportes	1
1720	equipos distintos ganado obradovic liga europea	Deportes	1
1721	novelas josé luis sampedro	Lengua y literatura	17
1722	arquitectura clásica tipo templo dice períptero	Arte	8
1723	instrumentos utiliza pesar	Miscelánia	14
1724	ciudad europea conocida kristiania	Geografía	13
1725	nombre conoce actualidad ciudad königsberg antigua capital prusia	Geografía	13
1726	medicamentos terminados “cilina” (ej: penicilina) son combatir generalmente cosa	Biología	18
1727	provincia romana estuvo localizada ahora mayormente croacia	Geografía	13
1728	nombre completo bob marley	Música	2
1729	nombre último album editado vida bob marley	Música	2
1730	significa pelón	Lengua y literatura	17
1731	gentilicio calatayud	Lengua y literatura	17
1732	llamaba gato aparecía novela corta divertimento julio cortázar	Lengua y literatura	17
1733	llama primer álbum discográfico charly garcía	Música	2
1734	historia película 1940 está inspirada you 've got mail (tienes e mail)	Cine	3
1735	interpreta almirante adama serie battlestar galactica	Series y televisión	20
1736	honor diosa escribe safo mitilene himno	Historia y cultura	7
1737	show televisivo australiano aparece sketch attentione il est myron	Series y televisión	20
1739	madre sindel mortal kombat	Videojuegos	16
1740	personaje glee sido bailarina beyonce	Series y televisión	20
1741	novela personaje talita	Lengua y literatura	17
1742	año estrenó película 1984 basada libro homónimo george orwell	Cine	3
1743	nombre alternativo recibió mtv unplugged soda stereo	Música	2
1744	nombre protagonista videojuego god of war	Videojuegos	16
1745	tercera ley robotica	Ciencias	9
1746	corresponde credo asesinos assassin 's creed	Videojuegos	16
1747	empresa pertenece youtube	Ciencias	9
1748	kilogramos engordo robert niro interpretar jack lamotta	Cine	3
1749	nombre científico enfermedad conocida vulgarmente culebrilla	Biología	18
1750	dirigió saga padrino	Cine	3
1751	películas actuó rpotagonista vivien leigh	Cine	3
1752	ministro propaganda e información alemania nazi	Historia y cultura	7
1753	importante sistemas honor inglaterra	Historia y cultura	7
1754	llama personaje interpreta johnny depp what 's eating gilbert grape ( ama gilbert grape )	Cine	3
1755	primera película ficción dirigida george lucas trabajaba robert duvall	Cine	3
1756	película david bowie interpreta alien humanoide nombre thomas	Cine	3
1757	capital uruguay	Geografía	13
1758	llama obra fernando rojas aparece celestina	Lengua y literatura	17
1759	lengua proviene nombre famosa marca deportiva nike	Miscelánia	14
1760	ríos fluye europa	Geografía	13
1761	color aparece aros olímpicos	Deportes	1
1762	velocidad luz vacío	Ciencias	9
1763	ciclo vida software	Tecnología	10
1764	país mediterráneo exhibe bandera mapa	Geografía	13
1765	símbolo químico plata	Ciencias	9
1766	siguientes películas basada historia real	Cine	3
1767	1948 fundado club baloncesto estudiantes partir entidad	Deportes	1
1768	recaredo	Historia y cultura	7
1769	fecha llegó cristobal colón américa	Historia y cultura	7
1770	piel animales tratada ropa bolsos	Miscelánia	14
1771	persona vende representa productos	Miscelánia	14
1772	calendario litúrgico católico nombre recibe tercer domingo adviento	Religión	15
1773	escultor discóbolo	Arte	8
1774	profesión geppetto	Infantil	19
1775	mitología griega dios guerra	Miscelánia	14
